,A,B,C,D
2000-01-25,3.1052951362669345,-3.737491201653226,-5.953841339121891,0.32900719649510823
2000-01-26,3.7647123782730056,-4.737468515748009,-6.497908050549128,1.499276731042411
2000-01-27,4.907399036157809,-5.7462860394131265,-7.5330140026777705,3.3643773427462955
2000-01-28,6.004269489679387,-5.639667949845278,-7.587854939836989,3.2015019267631875
2000-01-29,5.749550367680785,-6.035259318111813,-6.446298375409968,2.988893556882412
2000-01-30,5.429268959927395,-4.50292762506824,-7.008162205364798,3.7551084072243497
2000-01-31,5.035976723016927,-3.693270818710466,-6.68367004550446,3.2105518754250397
2000-02-01,4.1850300697912255,-4.1695615181980346,-6.047102979194934,4.660402244587446
2000-02-02,4.757014710567936,-3.151877634789218,-5.940574826648641,4.576001951881737
2000-02-03,4.870457316706915,-4.27119820311428,-7.416548234089236,4.457817312099886
2000-02-04,4.3794534082487475,-6.8802965366497535,-7.12639308445672,4.832891559117681
2000-02-05,3.4566001974861935,-6.653713550133252,-8.158831440529163,4.012746588838835
2000-02-06,3.545266287973347,-7.422028320621046,-9.150882189140773,3.3482004184974787
2000-02-07,2.406321011202534,-10.92758587243412,-9.6900273834534,2.5946749007249528
2000-02-08,2.682032003808552,-9.097645739017509,-8.346140867354638,3.357277942290375
2000-02-09,1.6408510817931978,-9.085079263319242,-6.827661814153609,3.8925839856467714
2000-02-10,1.0548032375586072,-8.625163480682735,-6.405734528588651,4.649756849409229
2000-02-11,0.9970897645155247,-9.392331235402906,-7.681873767370201,5.237153048579377
2000-02-12,0.7541142418862505,-10.503652235158457,-9.20460653563547,3.5258284617342865
2000-02-13,-0.2195049589345619,-11.996779790314152,-9.472680493128781,4.443112894199271
2000-02-14,-1.6651903676105464,-11.889586362722207,-9.510079956386813,3.4912671032165647
2000-02-15,-2.6459921603318333,-13.752486355268577,-8.845893724723938,1.8759114910101442
2000-02-16,-3.4477187683056814,-14.437494753090704,-7.899243468816817,2.859018186433076
2000-02-17,-3.795251254527069,-13.688966114682497,-6.310598055775088,2.7819389425894196
2000-02-18,-5.179654315502528,-15.06188558251168,-7.648566825425705,1.4100031808081837
2000-02-19,-5.3383856241794785,-14.625964879785101,-8.613182198711366,0.19459508961349514
2000-02-20,-5.100407887468113,-15.846339701229725,-8.62446837455017,-0.9412210198181525
2000-02-21,-3.504226900262336,-15.364086250574575,-8.11141707236867,-1.4241613648569573
2000-02-22,-1.6255501176150269,-15.399679191021018,-7.983990355230875,-1.4317486345480943
2000-02-23,-2.954100411663669,-16.201746256515687,-6.866102096728816,-1.645127408205782
2000-02-24,-1.888087612875669,-17.285109339247576,-5.6514285154394095,-2.180885489434462
2000-02-25,-1.8893061236157314,-18.149087018932065,-7.929811063935853,-2.753803119397647
2000-02-26,-0.5546488052108047,-18.446565759418043,-8.07606314922924,-1.9893591516727995
2000-02-27,-1.3588032361202975,-18.025975657143512,-7.033516966736423,-3.228442672105307
2000-02-28,-1.968577660581332,-19.328842961189718,-7.593377559282481,-2.7105617458875497
2000-02-29,-0.46348489555254324,-19.474744323700516,-7.454074916771072,-2.449705983636447
2000-03-01,-0.9905376511138306,-19.506113644934764,-8.213451414324922,-3.8800635730793123
2000-03-02,-0.4168682726667825,-20.53896945138584,-9.238045510569677,-3.112326935519503
2000-03-03,-1.44867078379763,-20.58757557451813,-10.606562349137548,-3.395274033348154
2000-03-04,-0.9419787411322719,-21.462125554965827,-10.437562748206707,-3.3798815173317376
2000-03-05,-1.5769374284932212,-21.627993351194668,-11.70077100856999,-1.6839034184671717
2000-03-06,-1.9246466279754604,-22.57425689198694,-11.882623114504163,-1.5004655217288807
2000-03-07,-1.9368309339260916,-20.37831551974106,-11.61055853279085,0.45590533704664593
2000-03-08,-1.1290170698068434,-18.992273907478488,-11.805747945314291,0.7270075793789452
2000-03-09,-1.5317828609714819,-19.200042387350262,-12.984040250306844,-1.1839666096757557
2000-03-10,0.16423990667060262,-20.699940031776805,-13.414933392809768,-1.5237391484546101
2000-03-11,1.4521875839444693,-20.12745851942356,-13.117721211003406,-4.294974630643112
2000-03-12,1.604099133103677,-20.386650017999713,-14.670079449741811,-4.625460766744453
2000-03-13,2.2600133664654507,-19.29297461137132,-14.547927730433495,-4.295036886362775
2000-03-14,0.7706372286640693,-17.276858233318272,-14.856624741995349,-3.5557617864307205
2000-03-15,0.36845064789657345,-16.869672123758342,-15.481495415486421,-1.9124086037959542
2000-03-16,-0.06900468850043256,-16.539079023098832,-15.525476103267575,-0.808955306296782
2000-03-17,0.8991932015975519,-17.110947986076372,-16.12177399718818,-1.3648908308427794
2000-03-18,-1.3143150806553048,-17.555094375680433,-15.36926234069855,-2.4729678160043345
2000-03-19,-1.7944902930456508,-16.614421078496207,-13.758915775952193,-1.6664070752802203
2000-03-20,-1.7854548347593469,-14.453599987594638,-13.322869958990257,-1.8014416814773766
2000-03-21,-1.404909792077482,-12.865496573780685,-14.894751406098106,-3.113182063728315
2000-03-22,-1.5765842279374702,-12.589594242197766,-14.219620748561242,-2.017435032186553
2000-03-23,-1.7636116890851021,-14.104746339101837,-14.964033649664298,-1.6596220036168459
2000-03-24,-1.886440252226565,-13.67758271104215,-15.668191619741197,-0.34605265382315076
2000-03-25,-2.7071864566584614,-12.633132574702332,-15.809338033533793,-0.9072879173139204
2000-03-26,-3.420935447424153,-13.768857350957248,-16.563718240139266,-0.5637881719578466
2000-03-27,-2.4386836884417997,-12.168822504196976,-16.616051466470715,0.7839392903970848
2000-03-28,-2.7022865294276586,-13.335700897281539,-20.300706354457777,-1.335805451657981
2000-03-29,-1.484464252041838,-11.553621658886174,-20.077420652655526,-0.6189845813104453
2000-03-30,-1.6597451691388176,-11.580236534301678,-22.018619368541216,-1.0521888887629847
2000-03-31,-1.3805280054752243,-13.216531016897768,-22.558710484018558,-0.07288469263054542
2000-04-01,-2.5385634900226823,-12.336570725724927,-21.35308790903723,0.08956793738613172
2000-04-02,-1.8382349035558403,-14.34855659055102,-20.44150448797742,1.473179055550233
2000-04-03,-1.0055606031622175,-14.09036642209845,-20.602616307502743,3.9815782566181985
2000-04-04,-0.7153272755471478,-13.690306311249634,-21.14908167834264,4.906959347395965
2000-04-05,-1.2807754978248918,-13.438121089818802,-23.237100568031227,5.396234637494759
2000-04-06,-1.9543386621717653,-14.050450704129176,-22.33943995909362,5.467275413724155
2000-04-07,-2.9208324699578774,-13.718158258995668,-21.69055850409152,6.590197783571193
2000-04-08,-2.7437315314478394,-13.172700206788424,-22.62654113887611,5.524435714128919
2000-04-09,-3.217034185048898,-13.067544804101173,-20.823593789616524,5.442250711413098
2000-04-10,-2.9328335255238773,-13.487319438485196,-21.47917148688618,6.0268211732233565
2000-04-11,-3.436555036968344,-14.342794636230108,-21.401024061675685,6.199125476075339
2000-04-12,-3.551842754807575,-14.877835613840746,-21.94734650049504,6.281682613881384
2000-04-13,-4.156744635270242,-13.955966056488133,-21.559504056327064,6.865504272540107
2000-04-14,-4.049705544007988,-13.871991362833858,-21.17793107553485,7.050086249556603
2000-04-15,-3.555456157976458,-14.272591918671685,-19.701482017554078,7.388735516524836
2000-04-16,-4.63973659926703,-13.658279359463062,-19.874516684553043,7.2807129353083315
2000-04-17,-2.7182392535866873,-14.84061651216024,-19.91979806166989,7.309522441899698
2000-04-18,-3.34309077231744,-14.17803200452194,-19.5180088011874,6.637342518985335
2000-04-19,-4.03119250244901,-12.576144112785181,-19.11401761253318,5.44756527041215
2000-04-20,-5.598049326063535,-13.035886658870496,-20.16443871301718,5.152805617830646
2000-04-21,-6.327520212440372,-14.319023502342677,-20.144291034131363,3.9379674218219938
2000-04-22,-5.139493342309388,-13.334481054880925,-20.392686365774743,4.369985469404339
2000-04-23,-4.812796374243275,-12.992983858589124,-19.239673861473282,5.149899613667926
2000-04-24,-5.018724361135965,-12.911794184065867,-20.40121150794305,6.437848740004316
2000-04-25,-3.9253727090902597,-12.429531414828817,-19.612338791328767,8.429211746365956
2000-04-26,-4.75126761571419,-12.104277303420801,-21.04616558442988,7.620626390441053
2000-04-27,-2.5689129586801602,-12.509521628109013,-21.721488576600397,7.341712847279215
2000-04-28,-0.7798950220843666,-12.223008452412177,-20.30977168197266,8.145643255173256
2000-04-29,-3.054778288282423,-11.599354615904574,-20.588847081799827,8.010744995668682
2000-04-30,-2.0141334188376048,-12.01052987391929,-21.52986831304966,10.417653265142066
2000-05-01,-1.2777874205383304,-12.387536336144738,-21.59924581738576,7.926887378088764
2000-05-02,-1.1219144710560087,-13.591518916975657,-22.742038493455397,5.37932050765458
2000-05-03,-2.2575809254219967,-12.933191068313814,-22.58799899434146,5.879817367881381
2000-05-04,-2.175270958696543,-14.414072546032717,-23.357917821104753,3.9001443563391485
2000-05-05,-1.9148906646171788,-15.568541813696378,-22.874953265064327,2.2961736234429946
2000-05-06,-1.8560801848388535,-16.228453299941773,-23.610297388894466,2.249840773611596
2000-05-07,-2.9553823164658346,-16.30546125557004,-23.903961568123876,1.8775375472067526
2000-05-08,-2.357199148408524,-15.857137603234072,-25.54173079275524,3.099005161356267
2000-05-09,-2.10545772112488,-15.176052653028576,-25.695525054575967,3.0174386994363025
2000-05-10,-0.6393040253377265,-15.29770806255869,-27.99320290130837,1.8561469593270579
2000-05-11,-1.1678876879857902,-15.958868414732269,-28.044001488474994,0.6497274231924093
2000-05-12,-1.1507896502876227,-15.418989742032235,-26.48551646021319,-0.4871246560135363
2000-05-13,0.7581483044103434,-15.61286713958981,-27.75821686619223,-1.2527459325492691
2000-05-14,0.9402456514625059,-14.60888691133921,-27.145646660882086,-1.3936155994899557
2000-05-15,1.5368326631662328,-13.170900823246882,-27.304576643443312,0.23165617984418918
2000-05-16,2.432566499013822,-13.605788855867816,-29.180265072185747,-0.10514816758772677
2000-05-17,1.694756509953813,-13.914743996538462,-29.89019804397612,-2.5322260574694733
2000-05-18,1.1970177030309035,-13.751847906283718,-30.501079517103435,-4.176110368558679
2000-05-19,2.548244597735583,-13.460460030470392,-29.940172959683984,-4.229714568937047
2000-05-20,3.7719979924994194,-13.131984379791831,-30.348930341145355,-4.183936924262036
2000-05-21,5.653882538506885,-12.354507919745222,-30.197947417988097,-3.722939421960862
2000-05-22,5.143560005333358,-11.811755852363056,-31.044616352217055,-5.03551963495273
2000-05-23,5.231787321140019,-9.729188260058178,-31.992603969824852,-5.541097718291569
2000-05-24,4.660386805015143,-11.174628922384496,-32.19719717113787,-7.092268631776022
2000-05-25,4.001098737253075,-12.136211039352192,-33.590923821152074,-8.99537735213269
2000-05-26,3.7207318265069307,-11.672637274102096,-34.52601084497973,-8.703600991147255
2000-05-27,4.87880412685554,-11.717780250965179,-34.56921757298335,-8.973691958365302
2000-05-28,4.0376417724077545,-9.978174787278771,-35.189288194303714,-7.8901565635289295
2000-05-29,3.5643110167838303,-8.931055587234564,-34.87962149897352,-9.421293653825956
2000-05-30,4.187811163445275,-10.398467006004452,-35.84269722131467,-11.061214824420603
2000-05-31,2.9528599179975226,-11.179832190077512,-35.050355651270884,-10.944404812179586
2000-06-01,2.129553811142747,-12.12541704262212,-35.46658610562954,-9.438430664984036
2000-06-02,4.148465255572776,-13.528502978808868,-36.528737370693456,-8.716297571727678
2000-06-03,4.4785093965593035,-12.321004381389333,-36.511255035392026,-9.473606838568996
2000-06-04,2.943315707665611,-12.079524119316464,-38.20355180252288,-10.206454337614643
2000-06-05,4.086062270205984,-10.983564627529502,-38.19368214566092,-8.910067147767975
2000-06-06,3.6967685526141194,-10.647420456503912,-36.22224750556588,-9.573649564291506
2000-06-07,3.95256934092142,-10.496343516324803,-35.83798383351033,-9.180227278800078
2000-06-08,3.9649921646024953,-11.732400643210738,-36.61794464584845,-8.075372283624374
2000-06-09,4.223257974610243,-12.041636366588724,-37.58523696401235,-7.271093882285204
2000-06-10,4.521798549728623,-12.425426836881309,-36.37243396388966,-7.398087648158673
2000-06-11,4.411176805148884,-10.719982418084765,-35.77852603862487,-8.157003379169955
2000-06-12,4.1562141842640745,-11.35339274214126,-36.354133222556804,-8.178837308942693
2000-06-13,3.56118479248455,-10.722015246818115,-38.24757922571087,-7.829164000254633
2000-06-14,4.019315167465512,-10.442465440773928,-38.462819517330914,-8.257400458806256
2000-06-15,4.130655464392993,-8.898564090464506,-37.92756022077367,-6.784422783520649
2000-06-16,3.5906719979715516,-8.058901135041735,-36.11081479923079,-6.820230015781338
2000-06-17,2.7790275736654757,-6.816422952924528,-36.33280749439823,-8.28784789372074
2000-06-18,0.5928927068403214,-5.471002094845971,-34.57626919140428,-8.689768048171494
2000-06-19,1.058436302698142,-3.7697091655325554,-33.77263707163172,-9.641685730415334
2000-06-20,0.5680722435263179,-3.578480250765162,-34.056344714123675,-9.939955876162097
2000-06-21,-0.24528674064229727,-2.4086504493533774,-35.62768830229801,-10.677614672343772
2000-06-22,-0.7074724348456753,-2.6315146501721465,-35.69137190626733,-9.658325760384166
2000-06-23,1.2445053184945556,-1.574868826732087,-36.16066006335789,-10.119374836787332
2000-06-24,1.3200772540865604,-1.3981097086913534,-35.45416669990993,-10.0202121001463
2000-06-25,1.2002604202254659,-1.068961463503966,-38.17389896720709,-10.699067125881658
2000-06-26,-0.021630064521947157,-0.11479308601110083,-38.41333508377499,-11.36120603859539
2000-06-27,1.4002120735835872,-1.2039869587467824,-38.708981649046564,-10.851477305463899
2000-06-28,0.28058333520214473,-1.239386515903137,-38.125367106869795,-11.650005441993972
2000-06-29,0.18467252533012785,-2.911095572221694,-38.801951477859355,-10.307515013833173
2000-06-30,-0.7657742282425304,-3.471167035263659,-37.1727084394004,-10.552769802110582
2000-07-01,-0.7165965311860605,-4.5466945106304095,-37.90245780776033,-9.77164854377373
2000-07-02,-1.8523385247712283,-4.801620510911358,-37.82604283610348,-9.867776727863095
2000-07-03,-3.110607368063298,-2.7942409809134685,-38.00131031720978,-9.284011811998871
2000-07-04,-3.1486925901674385,-3.3397796980731607,-37.33939669259767,-9.505821847896163
2000-07-05,-4.403563284938434,-1.5573153430420419,-37.98336259081332,-8.839594317323153
2000-07-06,-4.109816385432573,-0.6345215625055206,-39.85990159882089,-9.153979989018062
2000-07-07,-4.35012640777797,-1.665245004144904,-40.21359115459068,-8.124009312684867
2000-07-08,-4.812948584078165,-2.1236812098014393,-40.75751688436916,-7.28943391969727
2000-07-09,-5.751446046768061,-1.7405225693488395,-41.07435889961853,-7.454791715541587
2000-07-10,-6.299122611851488,-3.6515043419438546,-40.987775709831006,-6.6914154626739695
2000-07-11,-8.936173513953047,-4.548469148702904,-40.5437733640379,-6.672374034918526
2000-07-12,-8.435907989945369,-3.050672338689311,-40.010600205679346,-5.9448751498053785
2000-07-13,-6.793488193489549,-2.4074985706246563,-40.76430448486348,-7.638571724052193
2000-07-14,-8.198706250593467,-2.8330948151721165,-39.994213100017156,-9.156617086755729
2000-07-15,-8.779963066466793,-3.3822513608006393,-41.71860213396769,-9.859432289379884
2000-07-16,-7.140246789917254,-3.845289827254496,-42.102653665825216,-9.399612230123726
2000-07-17,-7.098962030633473,-4.555365830882801,-40.42367433863122,-9.642328995215712
2000-07-18,-5.6554727567642695,-6.983024162834583,-38.08670824892323,-10.192209243011082
2000-07-19,-6.141826612970098,-5.741640711234407,-36.00570636022143,-12.338168364038745
2000-07-20,-5.829748091586554,-5.468587115770356,-36.094324010548846,-12.384728565452109
2000-07-21,-6.601031552553845,-4.923084090292651,-35.363495021010046,-13.835094051092106
2000-07-22,-9.076079700303325,-4.953044735756592,-35.11707996913866,-12.301677360281289
2000-07-23,-8.74605840156389,-5.391229044123583,-34.09906210039447,-13.340343958985418
2000-07-24,-8.804379901470641,-5.6010471499470675,-35.29613714706765,-12.345088961139025
2000-07-25,-9.649190262491135,-5.52570423843331,-33.5875811686551,-13.90889717135697
2000-07-26,-10.313944803162816,-4.536255834686616,-34.75446943967766,-12.980953350745988
2000-07-27,-9.518732034346899,-5.335922716251344,-34.49780237554154,-12.47751195563505
2000-07-28,-8.018660360771493,-5.582903779036712,-35.04658972727915,-11.701203271210991
2000-07-29,-7.388375494353394,-4.864048229120224,-34.71094162983156,-10.998514924749989
2000-07-30,-7.136706901429097,-4.751132252629369,-35.8712231604699,-11.070100954421623
2000-07-31,-7.00681115141586,-5.765352666986048,-37.73093042071638,-10.362336210033183
2000-08-01,-6.315289642776149,-6.920671405648323,-38.15257934950793,-10.219184852810702
2000-08-02,-5.51601019662545,-6.499529406087165,-37.00402287757346,-10.837604426358508
2000-08-03,-6.895743936783896,-5.715447545130492,-36.33423865460139,-12.451114652165106
2000-08-04,-7.24277177147244,-8.360891513757199,-37.29067165624417,-11.777588531584113
2000-08-05,-7.45600308811687,-8.284933425887003,-38.42074693591362,-13.501018401142623
2000-08-06,-6.9315806375248314,-6.6179509394169145,-38.34615180130638,-14.235115930072652
2000-08-07,-6.659585733143891,-6.852663044898943,-37.99491828600093,-14.94488495721225
2000-08-08,-5.713111158689913,-7.673998163087559,-39.250327376546615,-15.577930050102852
2000-08-09,-5.014406367009626,-9.861808174282935,-39.75117291036694,-14.925221490867596
2000-08-10,-3.5063166418309306,-8.900723718822727,-41.825187492675674,-13.214979268767864
2000-08-11,-3.060431989892607,-8.560588249360837,-43.11067629222729,-14.30111581628513
2000-08-12,-2.420336590384777,-8.434087782073508,-44.89718065772601,-13.734044745312342
2000-08-13,-1.4664900820930704,-10.81181541011206,-45.40325047513638,-14.720940718455374
2000-08-14,-0.39147585669687013,-10.467692964474267,-45.92731294478712,-14.338119299384408
2000-08-15,0.43775993922145706,-9.847230521705512,-47.72056917770662,-15.448395862015143
2000-08-16,1.9542768030526656,-8.607630934734534,-48.382954205575274,-15.621784579573083
2000-08-17,2.297220291026221,-7.302624382874846,-49.42683502032308,-14.971008463192188
2000-08-18,1.4909654369680148,-7.699137063885248,-50.152260586272014,-16.123540974898606
2000-08-19,0.9912872689605379,-5.590885513478497,-48.749148866943706,-17.165234423685842
2000-08-20,0.2035627553384579,-4.832981848394476,-47.79868305970803,-17.608986009464786
2000-08-21,0.14215189487606555,-3.823435147690489,-46.576422861880495,-17.642281212950017
2000-08-22,-0.8478686468241403,-3.6885795333054614,-47.27324772299126,-18.308469527427714
2000-08-23,-1.4983300824186283,-5.936652992837209,-47.47355257637642,-19.09776829475325
2000-08-24,-2.276673781722516,-6.7782958624654945,-47.16572732297943,-18.3695964119538
2000-08-25,-3.175470296117658,-7.512406098829481,-47.15853184660669,-19.142211594151995
2000-08-26,-1.4715135721694805,-7.540554755346498,-45.735186472022754,-18.614469278942714
2000-08-27,-0.8541932182697843,-7.512069419620381,-45.5983420071045,-19.707376758081104
2000-08-28,-1.089597511661029,-7.730018627567723,-44.60435160606458,-21.600450752613167
2000-08-29,-1.0337039184330443,-7.050746086250378,-44.14888736719261,-21.487308150332648
2000-08-30,-0.12566616285475674,-6.779068064904153,-43.85929620124177,-20.55237815832486
2000-08-31,-2.5563805623273006,-8.523915060490872,-44.16130641790676,-19.56163721836821
2000-09-01,-3.3077068154040843,-11.46138267329791,-45.25033253446329,-16.297007092561365
2000-09-02,-3.3949172568205617,-11.887051382951775,-44.808043823721746,-16.645176473594905
2000-09-03,-4.35019496018606,-11.64213878675438,-44.44451736775169,-15.828982455072747
2000-09-04,-5.468372489561414,-13.844533978905691,-44.391630501011385,-15.35601985816907
2000-09-05,-4.983135674412256,-16.43596258560918,-44.79508896146947,-16.301917110932
2000-09-06,-5.1499188358609,-15.980268103461015,-44.48701607904243,-14.973768590779233
2000-09-07,-4.298248983544891,-17.125318665747223,-45.40431896748897,-14.82783058558813
2000-09-08,-3.6026049982206776,-15.733499366976258,-47.259461921744055,-13.396491515202849
2000-09-09,-3.2398768668804614,-15.79871560626529,-48.39657562065591,-12.592417648158618
2000-09-10,-3.7488863990381343,-16.565206668502384,-47.925770259784755,-13.088339674771895
2000-09-11,-4.32609300053345,-14.976050674112825,-48.90923521396882,-13.521216536951654
2000-09-12,-4.643252541598002,-16.85072869659512,-49.48025318489803,-13.339603173741994
2000-09-13,-5.172335763505329,-15.880142787751435,-50.617308522075,-15.690672968286176
2000-09-14,-3.4023819071032326,-16.571487342867044,-50.29309373172387,-16.638584705784666
2000-09-15,-3.18655940619446,-19.039627326422963,-50.675710557173,-16.053996693668804
2000-09-16,-3.0513563204410574,-17.983237274382905,-50.08434221265989,-16.756176723485094
2000-09-17,-2.585536426855602,-19.039265667031287,-49.971352212781284,-15.982670781573399
2000-09-18,-1.9979504297444501,-19.255938826272367,-49.41760372814627,-14.869957320682847
2000-09-19,-1.5281227441755403,-19.481493920473902,-50.14956582742573,-15.473287006041518
2000-09-20,-2.646833244762891,-20.37311658985662,-52.05751412655721,-15.89408171973762
2000-09-21,-3.415196566984971,-21.672319226289705,-51.69393101783625,-13.925044273828169
2000-09-22,-4.1027446502172165,-21.983925723539055,-52.34845935162444,-12.070977302397674
2000-09-23,-5.384687680601272,-20.983506940074705,-53.76929619285888,-11.443767969937365
2000-09-24,-5.824124449183157,-21.970936720324676,-52.9468823921339,-11.317014356868729
2000-09-25,-6.269249156151793,-22.51819464310716,-52.520612863876494,-13.303022982423224
2000-09-26,-6.828843791019014,-21.76799845726315,-52.974152060054024,-12.536825511555927
2000-09-27,-6.793827881758196,-20.468763212073508,-51.17331426785366,-14.538238598003474
2000-09-28,-7.727997333974421,-20.82264666867459,-52.312506570682935,-15.92601328943118
2000-09-29,-7.5194878536435485,-22.797874111735904,-53.631270540117654,-15.533729289626635
2000-09-30,-7.6966843538940335,-23.28575766680509,-51.692308338420425,-15.43240993244957
2000-10-01,-8.634626704601803,-22.15307975805228,-52.86715423516618,-16.233778803472294
2000-10-02,-9.333496930584635,-22.165556205974212,-51.82006338730812,-16.44177145742593
2000-10-03,-9.851017099817849,-22.648556728563726,-51.62912371624542,-16.156273405760903
2000-10-04,-7.356261254329225,-24.214518619867547,-53.4746380966468,-14.894652916013307
2000-10-05,-7.054451421658426,-21.544422665813226,-53.14688311694123,-15.991671017023252
2000-10-06,-6.239090877505154,-21.14466017872473,-52.04746252701308,-15.248317557818021
2000-10-07,-6.009654230139244,-21.42158775744202,-53.16989639945617,-15.310503020119137
2000-10-08,-5.017125682869398,-21.90055883978225,-54.06426281589794,-16.510908809585267
2000-10-09,-4.360227508373314,-20.588538464584683,-53.11978475017992,-15.095457514293132
2000-10-10,-2.519520171377563,-20.664446919920856,-51.211680053899045,-16.165505604751843
2000-10-11,-2.2531154096572195,-19.388563367375383,-50.93249156371463,-16.11230453599276
2000-10-12,-2.4416429332591845,-19.026109718867033,-50.3304493181113,-16.23271101322392
2000-10-13,-1.7609557241422267,-20.01632381568251,-51.87332833520801,-16.683859968014254
2000-10-14,-2.8493628601776892,-20.736260823896824,-52.2134601359515,-16.995484434723384
2000-10-15,-3.815537524192602,-20.561790044345226,-50.513923939961835,-16.36894047812103
2000-10-16,-2.0332168613492145,-21.344580635463718,-50.58066116854567,-15.153169692431195
2000-10-17,-1.3958876748324232,-20.376914389498236,-49.379408181091996,-16.699338766647863
2000-10-18,-1.1525351048874068,-20.25149377413605,-49.24993460730826,-16.978629864234165
2000-10-19,-1.3622292563557155,-22.24387818969683,-49.477016848127434,-18.488289995674585
2000-10-20,-1.5213697564399897,-21.99402535126513,-49.30204494452367,-19.25030639305964
2000-10-21,-0.7343763652246307,-22.084271335511183,-48.27183822461066,-17.58924505888955
2000-10-22,-0.3707620083094845,-21.982483110085788,-48.1663627529259,-17.482120411324935
2000-10-23,-0.1196067723406476,-20.817224095475762,-48.08103374243007,-18.19087373266696
2000-10-24,0.48941259653652197,-19.58822797410047,-47.07656632347084,-18.91205910567449
2000-10-25,0.8891827661996984,-19.64881095220211,-47.919489270324036,-19.11582088609839
2000-10-26,1.8114619442590199,-19.295034153354553,-48.38465951500742,-17.7736530016225
2000-10-27,1.8320094035592147,-18.199381039955764,-48.35136523292017,-15.641703419308183
2000-10-28,1.1763971006684213,-18.337377970219737,-47.679345088139975,-14.412966350184046
2000-10-29,1.9255542285470835,-18.870609698756276,-47.76880889874394,-14.06323164816741
2000-10-30,2.059566259397415,-20.24269010569566,-48.718576556001615,-15.28513416279694
2000-10-31,2.125137421084541,-19.719744735648632,-48.460121027935436,-14.996552287204965
2000-11-01,2.574082662782085,-18.539652001354266,-48.06144029436945,-14.885924933526127
2000-11-02,4.879337297565155,-18.095453856407623,-48.711109826465545,-13.623953881274948
2000-11-03,4.32480397929975,-16.176253513235142,-47.44873431633532,-12.957178249159295
2000-11-04,2.8155696094251588,-15.32053014553491,-49.34900571632502,-13.031002587128665
2000-11-05,5.605276027310398,-12.930521838927081,-49.34937313620414,-14.880789653758502
2000-11-06,5.23517701129616,-13.71028068995991,-49.5319693489645,-14.792807067335492
2000-11-07,6.0000290991392635,-14.523104000842258,-49.11406378107481,-16.678076978380783
2000-11-08,6.583421034710254,-14.331044434230694,-48.10511041918232,-16.117343319495795
2000-11-09,7.109832414158411,-13.8149647649038,-47.419633854200384,-16.57544507254941
2000-11-10,7.450878766736178,-12.570525660270272,-47.16171951973088,-15.768820764632709
2000-11-11,6.616911371506969,-13.96313797003689,-47.07305137698324,-15.40645361934984
2000-11-12,6.2208689231678385,-13.378783195607621,-49.59370067776192,-15.164546281626441
2000-11-13,8.069352163324181,-14.365031517121242,-48.28360540087551,-13.542822066381568
2000-11-14,7.715407328107846,-13.694754869611348,-47.978149226051606,-12.9526132161221
2000-11-15,8.819374050894046,-13.579377203643226,-48.13077603385181,-11.60220474180896
2000-11-16,7.753518965754553,-13.148852514360273,-46.752536871230674,-12.890518557613179
2000-11-17,6.5664492239054795,-11.941399137333246,-46.64297823760461,-12.090344080245542
2000-11-18,7.4080993948194225,-12.460403826746079,-46.87869740193152,-11.25573086323576
