,A,B,C,D
2000-01-23,-4.843614616052969,-0.8753478765671102,-4.165143676224705,-1.5515991874003563
2000-01-24,-6.455729671711948,0.07744071927109697,-4.465413077064135,-1.1502964235816555
2000-01-25,-5.444972992670271,-1.380193071377569,-4.035861300972543,-1.7470428012054633
2000-01-26,-5.367214176925891,-2.172821260115142,-1.5555058456208632,-3.31700483222782
2000-01-27,-6.496528224399148,-2.6924029282541064,-3.42234841363866,-3.3056193731460732
2000-01-28,-6.303237638341567,-2.8937442094315644,-3.1207190845092385,-2.7857419916829085
2000-01-29,-7.130313693033226,-4.475876003213029,-0.9092569450062866,-4.209524772776549
2000-01-30,-6.3265760581315424,-2.81536153999351,-2.7697049614927423,-5.511529022139749
2000-01-31,-7.287614080640108,-1.6952719097951696,-2.7962327740692823,-6.593365263443056
2000-02-01,-7.7812700538674004,-2.7485089275084853,-2.773621006962113,-7.4290031773136125
2000-02-02,-8.057203943704813,-2.738842539941427,-3.0638376106784584,-6.355235785204546
2000-02-03,-7.512287613066424,-3.2659429285953636,-3.866608130674352,-6.798306460738802
2000-02-04,-7.827039378991307,-2.22461632279563,-3.8317805250312964,-7.152183253043419
2000-02-05,-9.431725470507878,-2.6720961606663045,-3.7285073221307745,-6.426064975317316
2000-02-06,-9.320435486908078,-1.271544356608454,-3.9445790999148223,-6.477646821461479
2000-02-07,-9.508840121856542,-2.171601306381762,-4.605390442385689,-7.2992051258517225
2000-02-08,-9.017435354278794,-3.6122247816447945,-3.9330359434943087,-6.344721002341581
2000-02-09,-9.850724377722788,-4.516428543661279,-4.93119346644443,-8.109183221853602
2000-02-10,-11.365569978728804,-2.0092091919598802,-5.462616477807014,-9.36330943756744
2000-02-11,-11.089206552385004,-3.346604057570344,-4.50546337643495,-9.368012369266047
2000-02-12,-11.465321730430523,-3.82690134975885,-2.751493585724523,-9.873078254800989
2000-02-13,-12.560134793517529,-2.6211092521782766,-3.0149951616142867,-9.886133136551885
2000-02-14,-12.003394106214344,-2.929856956831943,-3.524919175816423,-10.040241321802997
2000-02-15,-12.114099937088508,-3.477776143809119,-4.323016512886256,-9.939778471939023
2000-02-16,-11.60301836996339,-4.167001798739613,-4.219535897056283,-10.899567787080702
2000-02-17,-13.06302048138787,-5.254290701398277,-4.140696507864784,-12.125045410939544
2000-02-18,-13.020956294020804,-5.764172980437007,-3.4642690783720624,-13.100081804089603
2000-02-19,-14.33749201565764,-5.0702302480253225,-2.6220432467327472,-14.772746932285253
2000-02-20,-13.554840020362992,-6.407158356043149,-4.252259335215647,-12.64493752852152
2000-02-21,-13.459977264879475,-6.8430504830308,-3.738851840539053,-13.566275986315162
2000-02-22,-13.471368847380152,-6.461427102904328,-3.224101620556751,-13.897588652738877
2000-02-23,-13.103813553847477,-6.887633140344648,-3.63477067438131,-13.921435385787817
2000-02-24,-13.113302729873114,-6.99250159816828,-3.813710286285171,-15.224554958651446
2000-02-25,-12.794801550704653,-6.685035586706496,-4.3327727519581565,-13.99808284971071
2000-02-26,-13.00224926645351,-6.82169977110172,-4.135554362906941,-13.797025497608828
2000-02-27,-12.521749046739538,-7.815020603607185,-3.753096170583442,-12.810903677247465
2000-02-28,-11.574153303709906,-7.784727722579373,-1.3316444294550598,-11.708748440231144
2000-02-29,-10.261926464551905,-7.945707191588688,0.5741299666631843,-12.331310050115196
2000-03-01,-9.11804134812748,-6.8666272097482555,1.355276011530338,-13.465799933115711
2000-03-02,-9.635068497490153,-7.628099669634598,2.427527630170447,-14.705209365488471
2000-03-03,-8.395748641209787,-7.08382477322574,3.904218102281434,-14.275049355570285
2000-03-04,-8.130907571843906,-6.89651957712926,3.603550340240571,-14.327429988698013
2000-03-05,-9.459398745649253,-7.072035947069727,4.2525064205021135,-15.814457376949573
2000-03-06,-10.110832844688519,-7.822427207622658,4.939473069908221,-16.298525856697395
2000-03-07,-11.377214284613181,-7.1059822581311956,6.787600888085091,-16.208755139672952
2000-03-08,-12.01274202226702,-6.2813103786996844,6.739652563656834,-17.67235684925037
2000-03-09,-12.417376069551542,-8.51326020241601,8.20023094571292,-17.638059529479793
2000-03-10,-12.979505398974743,-7.083479653757809,6.236033580728584,-18.29859051921644
2000-03-11,-12.446737668370645,-7.044299589875654,5.559603557031534,-19.145850437618282
2000-03-12,-13.588183495911228,-6.573199918518427,6.900927080202758,-19.09581663306329
2000-03-13,-14.092266650383042,-5.526328831680659,8.805227108981455,-19.981277383469482
2000-03-14,-13.89286346028782,-4.9390746648325425,8.360465133496884,-19.721777591743912
2000-03-15,-15.309868535107986,-5.470081629241886,8.558680368930597,-20.32332016943822
2000-03-16,-14.306087278501757,-3.7818149047235883,9.052662004949271,-19.733522879504363
2000-03-17,-14.786180834535203,-3.491825519235327,10.143161794359532,-20.956448775249793
2000-03-18,-14.871194616072357,-2.9707442846215284,10.826784031940198,-22.71775134003526
2000-03-19,-12.145517167792331,-2.4977588725126485,11.98924285647291,-22.432809034095268
2000-03-20,-11.358513363030287,-2.329487981942466,12.44601109226827,-21.819873646413985
2000-03-21,-11.65477312988035,-0.6188747120074962,12.233007241178786,-23.164691290329507
2000-03-22,-12.009225104683093,-0.9804513354628555,13.39905751904969,-23.616694706495814
2000-03-23,-12.795694330029919,-1.6227204702206923,13.867003452253401,-24.936345667599056
2000-03-24,-12.66627574602511,-0.829544778743875,12.028556666950077,-25.721462084836904
2000-03-25,-12.550046185775553,-2.251731199138285,11.159161177970025,-26.46078278775991
2000-03-26,-12.144601688877806,-1.8075687269596135,11.403214390846271,-26.0128226707424
2000-03-27,-11.719495865095343,-1.672296508766078,9.492560402472296,-26.72950724830239
2000-03-28,-11.195212824018345,1.037695808707411,9.70138618642146,-26.549684155240936
2000-03-29,-10.782522958158777,1.2772299883301974,10.611898905120263,-24.5910804464887
2000-03-30,-12.9551068621005,-0.005243031324253966,11.421889213089024,-24.283935693076568
2000-03-31,-13.295697810775465,0.21119670407130198,13.830546332089835,-23.224658688168372
2000-04-01,-13.151490333525045,0.8445654195665052,14.670813453799013,-23.881222849363432
2000-04-02,-13.012080385337388,1.525973618859489,13.295776263217586,-23.769374772039047
2000-04-03,-13.322381138109023,1.4779124002369435,14.379198791804686,-24.481738697453025
2000-04-04,-12.500551452097588,1.1652148938068247,13.984829170398344,-24.060828489238006
2000-04-05,-10.708002721441863,-0.5001156265709923,13.496351943996885,-24.793204794602968
2000-04-06,-12.37001643872204,-0.3755549730776554,15.09861484858714,-24.89353026699026
2000-04-07,-11.750905501006246,0.6034613939223699,15.14859705789189,-25.868908591904585
2000-04-08,-11.472718968671849,0.4381727272168481,14.451519758578387,-25.516685791264088
2000-04-09,-12.439907753862634,0.4378920994480711,14.051664835691383,-26.12425993079917
2000-04-10,-11.735433326813178,0.40430146421231367,14.20321513749528,-24.672392798416585
2000-04-11,-10.855763661584218,-0.23156365388239736,14.4706590322079,-24.089451280961512
2000-04-12,-10.9211794657554,0.945663514244107,15.930972096203623,-25.168657282564826
2000-04-13,-11.262209099368171,0.6799471417729452,15.24771426810211,-25.788108403258946
2000-04-14,-10.712594317572837,0.7914937607470558,15.741562009571613,-25.9253576089114
2000-04-15,-10.56854923647387,-1.6372567470212072,18.445209899741684,-25.478450874875193
2000-04-16,-10.220763494073896,-1.790513626792921,18.96210283732749,-25.243400236408004
2000-04-17,-10.693012938736144,-0.17806958507085136,18.59317850986471,-24.431683372596076
2000-04-18,-8.75463130586318,-0.8354832119510125,17.31290505082231,-25.08915716137532
2000-04-19,-6.657524536370827,-0.7035783636169769,16.427493443261397,-23.751678673634338
2000-04-20,-6.685092585559299,0.05488717477060534,15.995150562886312,-24.025201561704296
2000-04-21,-7.116975323152016,1.5134582136725347,15.770639746898738,-23.92150280753834
2000-04-22,-7.551419820055908,2.8879531653763935,15.657322111036,-23.9464630436998
2000-04-23,-7.240699118258002,3.403043434537174,14.17682655566941,-24.10331527149291
2000-04-24,-7.75264171501,5.056442087603089,14.867135774983264,-25.597889975519763
2000-04-25,-6.676660997500259,5.63022350668967,14.038081277703212,-25.790225715257147
2000-04-26,-8.824332084725786,5.267264361452693,15.832907391671405,-25.95761932427182
2000-04-27,-9.745007254742706,4.19394459425161,15.594035346902283,-26.481237559977167
2000-04-28,-8.985199393676005,4.023617516828454,17.203405104589194,-25.761674792867947
2000-04-29,-9.04266729826756,2.755556724969742,17.045602881321496,-25.646396321549457
2000-04-30,-9.524015191037329,3.081285132358068,17.910565893186412,-26.666411693060994
2000-05-01,-10.303941166680017,2.005463694108297,18.079439317172696,-25.90692714638634
2000-05-02,-9.98168254786254,1.6106292728302753,18.409648786666484,-25.19611945286093
2000-05-03,-9.894228446895248,1.4715238079565598,17.23218982524701,-24.00878168955686
2000-05-04,-11.028516318894528,0.822620517771185,15.411875038364114,-24.007422336878864
2000-05-05,-10.546608154519465,0.38394252337491186,15.877089906157684,-23.09998478143421
2000-05-06,-9.683009353117527,-0.6701069873732317,13.512180117697278,-24.4193241627357
2000-05-07,-10.630729746751657,-0.6692523696028807,12.575784568218078,-26.615964519908058
2000-05-08,-10.604890194855482,-0.61554382607108,12.86381121132892,-26.8604620688231
2000-05-09,-9.50015346344433,-1.5495272444895778,12.502019753951554,-24.392554250367006
2000-05-10,-10.897133650914343,-2.2472918871110523,12.70619152624945,-25.552907022601442
2000-05-11,-12.085595877574313,-3.6776381319489655,12.783319512037206,-24.643253656969826
2000-05-12,-12.120399236712016,-3.093855140083031,13.422587313282255,-25.437316761927654
2000-05-13,-12.796755083937828,-2.687364325517805,14.015874638154934,-24.33014079510176
2000-05-14,-11.433781322827235,-2.3910227936069925,14.49629637115207,-26.01631900406251
2000-05-15,-11.162138376571018,-1.8492333367454339,12.953309368232247,-26.74455554718081
2000-05-16,-9.780477436770658,-1.2171739366137901,13.403877453844213,-26.01839043969184
2000-05-17,-9.696128828832538,-2.0407911943857533,13.627960192615307,-26.47441134816123
2000-05-18,-8.455969155672472,-1.3665248778492154,13.40222132852729,-26.131333366942833
2000-05-19,-9.05486344432213,0.2698384022628846,11.36363656688303,-26.182066889863854
2000-05-20,-8.940612202202782,0.8612534915086967,11.354771334028626,-25.79425971504616
2000-05-21,-8.046468412025064,1.7577024582181036,10.763845953270625,-25.767006026979324
2000-05-22,-6.800820794126298,1.6113183375525835,10.922604911123324,-27.279618553350698
2000-05-23,-6.145931040879415,0.7797229195403409,10.0477997109419,-28.815389703200196
2000-05-24,-5.686259360386792,1.8726542947842262,9.414517157410597,-29.080364882472622
2000-05-25,-5.073943364748338,1.2910023091810992,9.147166123743416,-30.156571784793353
2000-05-26,-6.7561830491353785,0.428582361911642,9.54340772808989,-29.22261493393603
2000-05-27,-6.829252487669632,0.8489590644969116,11.292797535645196,-29.967690417549065
2000-05-28,-6.190703160260687,-0.019839308250481635,12.266206615202469,-30.874117971954743
2000-05-29,-6.096247557622954,-2.1467136005119207,9.136337879527424,-30.872636515236863
2000-05-30,-4.695790967176659,-1.8191578224042435,11.433301142285268,-30.564553120442557
2000-05-31,-4.27096799268509,-2.0355401934569346,11.609210247607612,-29.34313193414756
2000-06-01,-2.931805763304191,-2.6501040103880475,11.525099605408768,-27.69313334438604
2000-06-02,-3.044285346935702,-4.35057363027923,11.797305624277897,-27.467602091759858
2000-06-03,-1.9548270379400738,-4.116312803062986,12.911611676779453,-26.090919424105394
2000-06-04,-1.0357038347219085,-4.004826763650955,13.183152639913512,-24.405801941361133
2000-06-05,-0.39645163375361414,-2.650229926643169,13.661669113407395,-24.921152503648187
2000-06-06,-0.9481171339520817,-4.4250028194355515,14.277403716225265,-24.624804619631956
2000-06-07,-0.26742969766358426,-4.631075735626867,15.190703589438675,-24.73809169104236
2000-06-08,-0.0522852439463902,-4.594199314918414,15.55224892454412,-24.60267645503415
2000-06-09,-1.4552755081308149,-6.077894919044831,16.300223046362824,-24.818510080489855
2000-06-10,-0.7177512198476754,-5.903270322535237,16.931521920013047,-24.416805599261647
2000-06-11,-0.8372481958524681,-5.480352165253086,16.129746802255674,-25.84499155510543
2000-06-12,1.7343870790875435,-5.717130788941755,15.649578020596831,-26.336448760322845
2000-06-13,1.9562035475311033,-6.564439637085471,13.65766418235239,-26.608120723340193
2000-06-14,2.6684625114530744,-7.63569690945833,11.904490913002231,-27.76149195777034
2000-06-15,1.474235382279339,-7.346463900141746,12.438395861067306,-28.421102679212503
2000-06-16,3.598647115222588,-7.088405509349688,12.051591495368246,-27.672516290496286
2000-06-17,3.950469177911185,-6.701109514728393,12.968468013597969,-28.229605535156296
2000-06-18,4.234031295854597,-6.583899282345652,11.686742298616535,-27.341242487764035
2000-06-19,3.9423268427083435,-6.924083444235807,11.858711385613983,-27.136554652951183
2000-06-20,3.0624497947538787,-6.047174556460007,11.25977630631881,-25.799356520008793
2000-06-21,1.8318383289281794,-6.676787771645057,12.135367592491267,-26.930842254536188
2000-06-22,2.3635504976669015,-7.235304773040683,13.827259333365927,-25.81702497046895
2000-06-23,1.3030544727764795,-8.39986552786002,12.964652907227789,-27.111968422219427
2000-06-24,2.4986277118124347,-7.998735705656777,12.568909682188103,-27.155656975171848
2000-06-25,2.525167790119195,-8.878648878506374,12.42015388938586,-28.682574027400285
2000-06-26,4.334410868014734,-9.933368150719023,12.142151949355993,-28.65944911177646
2000-06-27,4.284507340105973,-10.803657560905013,11.90551174903609,-29.19582544222043
2000-06-28,5.138023192857239,-10.655136070449364,12.246387509012193,-29.107158486023604
2000-06-29,3.803222670168621,-9.974389091989956,11.01611399183496,-27.00343003087795
2000-06-30,4.495124743695616,-9.477689619531198,10.024556407264011,-27.441353479323347
2000-07-01,4.284088433853013,-8.133878656307365,9.427619978919163,-27.758906706879078
2000-07-02,3.910057489507008,-8.859688496917931,10.712445883953617,-26.794411677276322
2000-07-03,3.7195562288746276,-8.908092536573594,9.704398162923008,-27.030507476329586
2000-07-04,1.0782161117203297,-10.856837041628921,11.463528899692184,-27.749073837532677
2000-07-05,1.3234984088946846,-10.096228146233967,12.878571596582406,-27.866337716793588
2000-07-06,0.12404914399185629,-10.501273003559335,13.418039531466905,-28.067722042991505
2000-07-07,0.31969381069933,-11.118641145262618,15.711989502108601,-25.80083502872428
2000-07-08,0.5581861772427114,-10.703366880340315,15.86075260745937,-27.10755327706259
2000-07-09,-0.26760792336193284,-10.073027471103222,15.828779089456848,-26.270414135138697
2000-07-10,-0.567096234799322,-11.818700879697039,16.11787569097248,-27.157396554035213
2000-07-11,-0.12914822210528865,-12.263501932333421,17.241449574645902,-28.542135910574576
2000-07-12,-1.2271128433036345,-13.079370984824374,16.102324672020245,-28.63087598175931
2000-07-13,-1.0666158074136751,-14.528449708567287,15.219284115229256,-30.258051963599396
2000-07-14,-0.16856091335924928,-15.085627036602467,13.2434904473525,-29.864032110053323
2000-07-15,0.18787734280494656,-14.791694485923472,13.7802487761392,-30.542162896302045
2000-07-16,1.3771514997860475,-15.460568295134351,14.760395323327357,-29.0383699933532
2000-07-17,0.37733860815937725,-15.621025961706177,17.48459143564222,-27.96678753118742
2000-07-18,-0.25025285663950947,-16.37904161428718,17.486686809170095,-29.52996945301171
2000-07-19,-2.4904376041207774,-14.428559881834664,15.537236192653094,-29.5502737535282
2000-07-20,-3.0264253591999943,-12.454607105726517,12.729974731893837,-30.360183402052503
2000-07-21,-3.2040792205837687,-12.37598008748031,12.225492685231002,-32.4734510643573
2000-07-22,-3.7580016974597434,-11.500514332335507,10.25531708247954,-33.342427108026
2000-07-23,-5.178982537215847,-10.181062791209131,10.381705648492268,-31.72807271302529
2000-07-24,-5.811140861839127,-10.849370158432915,9.442170555523512,-30.517768479405987
2000-07-25,-6.008640876843098,-10.484802257141448,7.898460404681616,-29.88210293396335
2000-07-26,-4.998677783157952,-11.43584923714743,7.175765755899697,-29.40581161454547
2000-07-27,-4.9886112470230195,-9.685388379120734,7.850438124344388,-30.065938433683023
2000-07-28,-5.236970087242113,-9.815919760672065,6.14739820820812,-30.32134196763149
2000-07-29,-5.524125072042798,-11.671469780367271,6.543626154439408,-31.14350008124701
2000-07-30,-6.264906832746555,-11.56626950247572,5.625405518828716,-31.509121302196235
2000-07-31,-7.106880561514006,-11.859136518179154,5.393603167118047,-30.781962826841536
2000-08-01,-6.810979607575915,-12.532640167470289,6.062548137903226,-31.249650473481424
2000-08-02,-6.179734765096579,-12.644077728090048,5.92693824040392,-31.60446615240512
2000-08-03,-7.910596145501969,-12.949885171319023,5.102708316077096,-32.10257870648049
2000-08-04,-8.587734733275614,-13.798985792547862,5.167400099095266,-32.96892491588032
2000-08-05,-7.52622243559541,-12.751402722042581,4.1687762394872285,-33.52213337891116
2000-08-06,-6.776431447198345,-13.614863625200972,6.066967151620398,-33.85886174998473
2000-08-07,-7.4029129725406815,-14.273443045800619,6.235044673818759,-33.63255747993096
2000-08-08,-5.70506578250416,-15.463964080432289,6.174166560734529,-34.073535054035624
2000-08-09,-5.6798812070276625,-16.126867943425125,6.620973855194329,-33.48852126831603
2000-08-10,-4.093817269110582,-17.97400950028273,6.845214507746433,-32.73865515708238
2000-08-11,-3.0310035918592746,-17.411806557434666,7.390475023458848,-33.293108363120965
2000-08-12,-2.362936555587816,-17.093453086845695,7.909306759805253,-31.313650454412077
2000-08-13,-1.7463390982516143,-17.139377443100265,7.902743315105989,-31.945396113223687
2000-08-14,-1.8872981061998209,-17.282246350829364,8.710491647547165,-31.199181707018457
2000-08-15,-2.163749754155476,-17.031665390348422,9.52816764596907,-32.013894755873174
2000-08-16,-2.2323994062562935,-16.978413854815216,9.110267906044111,-30.39838280417653
2000-08-17,-3.1252772106353133,-17.95390135958778,10.542449308852476,-31.015368910205023
2000-08-18,-2.531452725528433,-18.833166960152358,10.550119322028468,-32.82425682057512
2000-08-19,-2.494210844702272,-18.79729386945412,10.543647850834958,-34.89400765161868
2000-08-20,-4.005504148692436,-19.734153723151064,11.01303911867108,-35.64918157456896
2000-08-21,-5.391763602653125,-19.625613633288523,9.506761258584561,-35.593924522719895
2000-08-22,-5.042802959186348,-20.90184876302718,10.583277779356912,-35.333573490098445
2000-08-23,-4.438477605781317,-20.53749575882103,11.662156511145348,-35.13227215416772
2000-08-24,-4.024180851313183,-20.048316296418587,10.898602363173746,-33.98537106132499
2000-08-25,-3.142701600715867,-22.04745828785944,11.590169101472126,-33.890210883041384
2000-08-26,-1.6071696798290422,-22.81491256315648,12.552996526257113,-32.796963185000926
2000-08-27,-1.4419945240870153,-23.08554229015285,11.567696494944403,-31.210304815398512
2000-08-28,0.35476357786030177,-22.80620117566037,10.65942726000925,-29.688950987404922
2000-08-29,0.786787411180132,-25.930970609539337,10.733721333393234,-29.444457571974123
2000-08-30,0.9279183628314382,-25.000411327524247,11.908647146133395,-29.126175118508908
2000-08-31,0.4178053777662689,-25.58631671101459,12.74674170859414,-30.08803666646861
2000-09-01,3.2278621690248728,-25.801945359860394,13.637909187967127,-30.934183630889294
2000-09-02,3.241021869955612,-27.018987443774908,14.302427398032025,-29.961482077974605
2000-09-03,2.670714443171246,-27.602905172335902,15.06874132799679,-30.54630841766722
2000-09-04,1.5346534717232472,-28.427592285575976,14.41317217159132,-31.444346419816146
2000-09-05,1.168163685201513,-29.131482585898905,14.405988513649534,-33.11688765586811
2000-09-06,0.6481371805272411,-28.95879799117766,14.741927715394267,-33.312107690203625
2000-09-07,0.17350735255308297,-28.793047734270644,14.28347348999241,-34.02198133574523
2000-09-08,2.263472641916878,-28.485763334376315,15.2124952912509,-34.55144210431039
2000-09-09,1.2475609358404947,-28.215168465776728,15.789923525366559,-34.813019531545585
2000-09-10,1.6524068510629095,-27.963136743636277,16.097372609094375,-35.25173036884571
2000-09-11,2.349867834699194,-26.926802877118796,15.207269151072493,-34.24751977167991
2000-09-12,1.4781722397548975,-25.605744668247393,15.588692418109636,-35.59303307580933
2000-09-13,2.0239465994323984,-26.638118854691356,17.383407230794127,-36.652816877399964
2000-09-14,1.174141116018614,-26.430739509800393,16.177252595186097,-37.44434073150627
2000-09-15,0.9527965254858247,-25.057164193808266,14.047168961924525,-35.20389493818998
2000-09-16,0.8403183714157034,-23.093915143090953,14.04262524126531,-35.37332038912275
2000-09-17,-1.0929054100734152,-23.407474382625818,13.309863784065971,-35.841091329305506
2000-09-18,-3.205675286761335,-23.496866250893948,12.312086916806987,-35.98606645504523
2000-09-19,-3.3877833563268096,-24.537732672697523,12.249704981356848,-36.57546954425985
2000-09-20,-2.8258674301776097,-25.226869064857308,13.575520070705258,-35.85396463756895
2000-09-21,-2.118323872420727,-25.54466867549278,13.250932751020816,-34.32604331136083
2000-09-22,-3.0984010799923194,-25.03019718051812,11.45287774134601,-34.882682002138395
2000-09-23,-2.4358842158356526,-26.46047347444513,11.124491055292118,-34.26307930940613
2000-09-24,-2.3263991668170503,-25.27777849203342,10.339327551677604,-33.85508197411388
2000-09-25,-2.0861143030225064,-27.63085396524992,9.917616023699138,-34.65055563589179
2000-09-26,-1.2331144974355048,-27.910715715238066,9.641643837870484,-35.77216085828856
2000-09-27,-2.448879660544481,-27.439570153627525,9.381687118798139,-36.04251386457533
2000-09-28,-2.373757678820496,-28.153873983651224,10.31423200986467,-36.51182475311728
2000-09-29,-0.26030323000086497,-28.45852240876471,10.351706852678237,-35.05170441808449
2000-09-30,-0.42348694573258433,-29.256723065647677,10.436544959569705,-33.18914326169202
2000-10-01,0.01738971132371403,-28.5723391842266,12.014002484822363,-31.852536141731512
2000-10-02,0.20502011040878743,-29.061105488153228,13.26422046069032,-30.766106365255297
2000-10-03,0.6338961320759661,-28.823722052057118,13.89031307003778,-32.35757282271477
2000-10-04,-0.026185271835349577,-28.574683735483298,13.314963496747165,-32.7431550463169
2000-10-05,-0.7730586530469823,-27.701868084951947,12.188620818451746,-32.807743310316894
2000-10-06,-0.6156223025474707,-26.601984021154088,12.091599550985448,-31.44306722694484
2000-10-07,-0.9879689741898539,-27.510448020900714,10.401789745882834,-32.738900156883524
2000-10-08,-1.8085190276404775,-26.644198643756983,10.370420109549919,-33.55158309491366
2000-10-09,-3.2223409435171666,-27.028213816596015,10.779697389414114,-34.12308400017445
2000-10-10,-3.1704574617113663,-27.035748580072607,11.024881158790492,-33.95697085230561
2000-10-11,-1.3750401217408963,-25.25127029198901,11.171051924351296,-34.943825011675344
2000-10-12,-1.0427505660445948,-24.27917679022416,11.000568954208367,-35.3791438306892
2000-10-13,-2.0417496815579987,-23.70685422021266,11.125293337042459,-35.20630672477824
2000-10-14,-0.8709857522511817,-23.683909464761747,10.01609123440034,-36.66813030042799
2000-10-15,-1.1196689095317702,-22.791996905308746,10.429911979630027,-33.982042159357974
2000-10-16,-1.5863472100339666,-23.76569259375335,10.231780924041573,-34.55605182570994
2000-10-17,-2.382727216081479,-23.806088274361997,11.141535022271345,-32.4229320812477
2000-10-18,-1.6102757459477561,-23.298840737904115,10.350076321951928,-32.68451625323891
2000-10-19,-0.5497715515331922,-22.97113197399513,12.01382408097058,-30.908441001314394
2000-10-20,0.008168966861672011,-23.424814504539334,11.281558704588958,-34.02434225052581
2000-10-21,0.00501472555542856,-23.580033957119934,10.618614165800459,-34.82362905746291
2000-10-22,-0.04458654911673289,-22.2713605691989,9.820108927602787,-33.24043991886064
2000-10-23,1.1457979132486218,-22.94511308016246,9.766664525673988,-34.629029083337464
2000-10-24,0.16587410079652687,-22.665676745533776,9.422225969502644,-35.930713696084204
2000-10-25,2.5413164960755483,-22.22855577028257,8.933894560482228,-35.411683391473744
2000-10-26,3.066691093577008,-22.48848509273154,8.616574758845772,-35.66682445414041
2000-10-27,4.20165886050104,-21.93229349290326,10.416300082284149,-37.29158581695415
2000-10-28,4.507202363040361,-22.059729037912863,10.48501790901133,-39.3606585713129
2000-10-29,4.51583347300164,-22.505389784003555,7.984671762288718,-40.113322225246975
2000-10-30,5.398742711116364,-22.482025789329764,8.379272446367064,-38.59253933419028
2000-10-31,5.557816167282897,-22.374971372129046,9.529064252608176,-37.76190789941302
2000-11-01,6.232467200544018,-21.854183635171157,9.187532919260423,-37.28487598090199
2000-11-02,7.084399242361205,-21.8549109007644,8.708362655699176,-37.785600931619065
2000-11-03,5.794137751280667,-20.786862868420826,8.45368942560499,-37.828434656259056
2000-11-04,8.38909562787769,-20.632874082474107,9.885193836819841,-39.36943882503903
2000-11-05,9.141711817367753,-20.355109972871272,9.428530021309017,-39.782804443377344
2000-11-06,8.000291282933096,-21.16041167187379,9.46079835085944,-40.45034059899655
2000-11-07,7.396303805326127,-20.371961791231723,11.597853578753572,-40.06055199628093
2000-11-08,9.60775542328307,-20.292870030403503,10.66075877941571,-40.424998102960515
2000-11-09,8.507679464734778,-20.09362442585563,10.368078595587733,-42.653892960246715
2000-11-10,9.146923990687531,-20.653931012090847,12.332639079268407,-42.743822177229646
2000-11-11,10.112839307454346,-19.818943156125773,11.021048361098387,-44.25082879361354
2000-11-12,9.982136887525739,-20.149958617711484,10.79880871172393,-43.072292505149925
2000-11-13,11.467455467290222,-19.31427909571391,11.178006494987542,-42.29704679290999
2000-11-14,12.3791286849858,-19.26683986854236,10.853756733127284,-42.07476551457647
2000-11-15,11.686855250675048,-18.376576683088548,11.079909581693894,-42.11453748415267
2000-11-16,10.808655400910391,-16.446751629922108,11.923198845855522,-43.053917041069866
2000-11-17,10.061676063115769,-16.031517929593914,12.046157874146806,-43.76000164546169
2000-11-18,9.984046637164235,-15.783080484572046,11.282351509135971,-43.70960353584756
2000-11-19,10.075905621656068,-16.315323938140956,11.473714005285428,-41.79946747630411
2000-11-20,9.45692512196498,-16.65784081544394,9.588833582708222,-41.518840322262506
2000-11-21,9.656950905837343,-16.16788739249492,9.064748920641605,-41.3736123067379
2000-11-22,9.172564846106065,-16.40050099241653,9.68761958090594,-40.40952691117983
2000-11-23,8.669072948468632,-16.48800976462056,9.022054114553507,-40.43439166190764
2000-11-24,7.251717903011143,-17.320913278406792,9.567068920430492,-41.074202481412556
